module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00346	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.2222222222222222	False	0.2222222222222222	False	1.0	K11529	1	K01595,K11529	1101,1236	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00345	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01624	1338	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612
M00344	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"K17100 K00863 K01624 K03841"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01624	1338	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612
M00144	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343"	0.0	False	0.16666666666666666	False	1.0	K00339,K00340	2,2	K00339,K00339,K00340,K00340	1582,1128,1127,1581	None
M00087	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K01692	1759	K01692 is present in multiple modules: M00087/M00957/M00878
M00938	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	0.2	False	0.2	False	1.0	K01520	1	K01520	375	None
M00018	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	0.2	False	0.2	False	1.0	K02204	2	K02204,K02204	706,707	None
M00570	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	0.2	False	0.2	False	1.0	K01754	1	K01754	105	None
M00957	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00468 K01506 (K14268,K07250) K00135 ((K15737 K15736),(K01041 K00252 (K01692,K01825,K01782) (K01825,K01782) K00626))"	0.0	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01692	1759	K01692 is present in multiple modules: M00087/M00957/M00878
M00028	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)"	0.0	False	0.2	False	1.0	K00930	1	K00930	1162	None
M00844	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00611 K01940 (K01755,K14681)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01940	347	K01940 is present in multiple modules: M00844/M00845/M00029
M00845	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K22478 K00145 K00821 K09065 K01438 K01940 K01755"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01940	347	K01940 is present in multiple modules: M00844/M00845/M00029
M00029	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01948 K00611 K01940 (K01755,K14681) K01476"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01940	347	K01940 is present in multiple modules: M00844/M00845/M00029
M00023	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"	0.0	False	0.16666666666666666	False	1.0	K01695	3	K01695,K01695,K01695	1458,1459,1786	None
M00044	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)"	0.2	False	0.2	False	1.0	K00451	1	K00451	2116	None
M00120	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K03525	1	K03525,K13038	1571,374	K13038 is present in multiple modules: M00120/M00914
M00914	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K13038	374	K13038 is present in multiple modules: M00120/M00914
M00122	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233"	0.14285714285714285	False	0.14285714285714285	False	1.0	K02227	1	K02227	1056	None
M00848	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	"K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802"	0.0	False	0.03125	False	1.0	K02078	1	K02078	678	No KOfam profile for K09460,No KOfam profile for K21272,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K22801,No KOfam profile for K22802,No KOfam profile for K14246,No KOfam profile for K14245,No KOfam profile for K22798,No KOfam profile for K21271
M00878	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	"K01912 K02609+K02610+K02611+K02612+K02613 K15866 K02618 K02615 K01692 K00074"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01692	1759	K01692 is present in multiple modules: M00087/M00957/M00878
M00611	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K01624	1338	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612
M00612	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.0	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K01624	1338	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612
M00614	stereocaulon_other_Pseudomonadota	stereocaulon_other_Pseudomonadota	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K01595	1101	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614
M00119	stereocaulon_Verrucomicrobiota	stereocaulon_Verrucomicrobiota	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01918	91	K01918 is present in multiple modules: M00119/M00913
M00913	stereocaulon_Verrucomicrobiota	stereocaulon_Verrucomicrobiota	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01918	91	K01918 is present in multiple modules: M00119/M00913
M00001	sticta_Ascomycota	sticta_Ascomycota	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.4444444444444444	False	0.5	False	NA	No enzymes unique to module	NA	K00873,K00927,K00927,K01689,K01810,K15633,K15633	10465,25303,25304,15583,16130,5803,5805	K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K15633 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00002	sticta_Ascomycota	sticta_Ascomycota	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.6	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00873,K00927,K00927,K01689,K15633,K15633	10465,25303,25304,15583,5803,5805	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K00873 is present in multiple modules: M00001/M00002,K15633 is present in multiple modules: M00001/M00002/M00003
M00003	sticta_Ascomycota	sticta_Ascomycota	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	0.5714285714285714	False	0.625	False	NA	No enzymes unique to module	NA	K00927,K00927,K01610,K01689,K03841,K15633,K15633	25303,25304,5362,15583,1695,5803,5805	K15633 is present in multiple modules: M00001/M00002/M00003,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612,K01610 is present in multiple modules: M00003/M00170,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00009	sticta_Ascomycota	sticta_Ascomycota	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K00031,K00031	28092,28094	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614
M00010	sticta_Ascomycota	sticta_Ascomycota	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00031,K00031	28092,28094	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614
M00004	sticta_Ascomycota	sticta_Ascomycota	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	0.0	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01810	16130	K01810 is present in multiple modules: M00001/M00004/M00892/M00909
M00005	sticta_Ascomycota	sticta_Ascomycota	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00948"	1.0	True	1.0	True	1.0	K00948	3	K00948,K00948,K00948	2406,2403,2404	None
M00308	sticta_Ascomycota	sticta_Ascomycota	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00927,K00927	25303,25304	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612
M00632	sticta_Ascomycota	sticta_Ascomycota	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01785 K00849 K00965 K01784"	0.25	False	0.25	False	1.0	K01785	3	K01785,K01785,K01785	29029,34247,34246	None
M00552	sticta_Ascomycota	sticta_Ascomycota	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01684 K00883 K01631 K00134 K00927"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00927,K00927	25303,25304	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612
M00855	sticta_Ascomycota	sticta_Ascomycota	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K00688	2	K00688,K00688,K01835	31191,31192,35213	K01835 is present in multiple modules: M00855/M00549
M00549	sticta_Ascomycota	sticta_Ascomycota	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01835	35213	K01835 is present in multiple modules: M00855/M00549
M00892	sticta_Ascomycota	sticta_Ascomycota	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00820,K01810	15597,16130	K00820 is present in multiple modules: M00892/M00909,K01810 is present in multiple modules: M00001/M00004/M00892/M00909
M00909	sticta_Ascomycota	sticta_Ascomycota	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00820,K01810	15597,16130	K00820 is present in multiple modules: M00892/M00909,K01810 is present in multiple modules: M00001/M00004/M00892/M00909
M00012	sticta_Ascomycota	sticta_Ascomycota	Glyoxylate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)"	0.2	False	0.2	False	1.0	K01638	1	K01638	33084	None
M00740	sticta_Ascomycota	sticta_Ascomycota	Methylaspartate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K00031,K00031	28092,28094	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614
M00532	sticta_Ascomycota	sticta_Ascomycota	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437"	0.2	False	0.25	False	1.0	K02437,K03781	1,6	K00281,K00600,K02437,K03781,K03781,K03781,K03781,K03781,K03781	34139,12184,9278,28613,18606,18605,35121,35122,28612	K00600 is present in multiple modules: M00532/M00346/M00140/M00141,K00281 is present in multiple modules: M00532/M00621
M00013	sticta_Ascomycota	sticta_Ascomycota	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00248,K00232) (K07511,K14729) K05605 K23146 K00140"	0.4	False	0.4	False	1.0	K00140	1	K00140,K00232	29591,14466	K00232 is present in multiple modules: M00013/M00087/M00861/M00113
M00165	sticta_Ascomycota	sticta_Ascomycota	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	"K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)"	0.18181818181818182	False	0.18181818181818182	False	NA	No enzymes unique to module	NA	K00927,K00927,K03841	25303,25304,1695	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612
M00166	sticta_Ascomycota	sticta_Ascomycota	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules	Energy metabolism	Carbon fixation	"K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00927,K00927	25303,25304	K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612
M00167	sticta_Ascomycota	sticta_Ascomycota	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules	Energy metabolism	Carbon fixation	"(K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K03841	1695	K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612
M00169	sticta_Ascomycota	sticta_Ascomycota	CAM (Crassulacean acid metabolism), light	Pathway modules	Energy metabolism	Carbon fixation	"K00029 K01006"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00029	29194	K00029 is present in multiple modules: M00169/M00172
M00172	sticta_Ascomycota	sticta_Ascomycota	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K00051 K00029 K01006"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00029	29194	K00029 is present in multiple modules: M00169/M00172
M00170	sticta_Ascomycota	sticta_Ascomycota	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 K01610"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01610	5362	K01610 is present in multiple modules: M00003/M00170
M00173	sticta_Ascomycota	sticta_Ascomycota	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)"	0.1	False	0.1	False	NA	No enzymes unique to module	NA	K00031,K00031	28092,28094	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614
M00346	sticta_Ascomycota	sticta_Ascomycota	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K00600,K01689	12184,15583	K00600 is present in multiple modules: M00532/M00346/M00140/M00141,K01689 is present in multiple modules: M00001/M00002/M00003/M00346
M00344	sticta_Ascomycota	sticta_Ascomycota	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"K17100 K00863 K01624 K03841"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K03841	1695	K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612
M00146	sticta_Ascomycota	sticta_Ascomycota	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Pathway modules	Energy metabolism	ATP synthesis	"K03945+K03946+K03947+K03948+K03949+K03950+K03951+K03952+K03953+K03954+K03955+K03956+K11352+K11353"	0.0	False	0.07142857142857142	False	1.0	K03950	1	K03950	34847	None
M00151	sticta_Ascomycota	sticta_Ascomycota	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	"((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889"	0.0	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00412,K00413	27495,12093	K00412 is present in multiple modules: M00151/M00152,K00413 is present in multiple modules: M00151/M00152
M00152	sticta_Ascomycota	sticta_Ascomycota	Cytochrome bc1 complex	Pathway modules	Energy metabolism	ATP synthesis	"K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00412,K00413	27495,12093	K00412 is present in multiple modules: M00151/M00152,K00413 is present in multiple modules: M00151/M00152
M00154	sticta_Ascomycota	sticta_Ascomycota	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	"(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)"	0.0	False	0.13333333333333333	False	1.0	K02259,K02261	1,1	K02259,K02261	22679,18491	None
M00155	sticta_Ascomycota	sticta_Ascomycota	Cytochrome c oxidase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K02275+(K02274+K02276,K15408)-K02277"	0.0	False	0.3333333333333333	False	1.0	K02276	1	K02276	27473	None
M00158	sticta_Ascomycota	sticta_Ascomycota	F-type ATPase, eukaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K02132+K02133+K02136+K02134+K02135+K02137+K02126+K02127+K02128+K02138+(K02129,K01549)+(K02130,K02139)+K02140+(K02141,K02131)-K02142-K02143+K02125"	0.0	False	0.13333333333333333	False	1.0	K02128,K02140	1,1	K02128,K02140	18490,4149	None
M00160	sticta_Ascomycota	sticta_Ascomycota	V-type ATPase, eukaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K02145+K02147+K02148+K02149+K02150+K02151+K02152+K02144+K02154+(K03661,K02155)+K02146+K02153+K03662"	0.0	False	0.46153846153846156	False	1.0	K02144,K02146,K02148,K02149,K02150,K03661	1,1,2,1,1,1	K02144,K02146,K02148,K02148,K02149,K02150,K03661	4747,34249,9752,9753,24356,26257,6247	None
M00415	sticta_Ascomycota	sticta_Ascomycota	Fatty acid elongation in endoplasmic reticulum	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K10247,K10205,K10248,K10249,K10244,K10203,K10250,K15397,K10245,K10246) K10251 K10703 K10258"	0.25	False	0.25	False	1.0	K10703	1	K10703	20795	None
M00087	sticta_Ascomycota	sticta_Ascomycota	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00232	14466	K00232 is present in multiple modules: M00013/M00087/M00861/M00113
M00861	sticta_Ascomycota	sticta_Ascomycota	beta-Oxidation, peroxisome, VLCFA	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00232 K12405 (K07513,K08764)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00232	14466	K00232 is present in multiple modules: M00013/M00087/M00861/M00113
M00101	sticta_Ascomycota	sticta_Ascomycota	Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K01852 K05917 (K00222,K19532) K07750 K07748 K13373 K09828 K01824 K00227 K00213"	0.1	False	0.1	False	NA	No enzymes unique to module	NA	K09828	32356	K09828 is present in multiple modules: M00101/M00917
M00917	sticta_Ascomycota	sticta_Ascomycota	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K01853 K00559 K14423 K23558 -- K08246 K05917 K00222 K01824 K08242 K14424 K00227 K00213 K09828"	0.07142857142857142	False	0.07142857142857142	False	NA	No enzymes unique to module	NA	K09828	32356	K09828 is present in multiple modules: M00101/M00917,'--' steps are assumed incomplete
M00089	sticta_Ascomycota	sticta_Ascomycota	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849)"	0.75	True	0.75	True	1.0	K00655,K13507,K13519,K15728	1,1,1,1	K00655,K13507,K13519,K15728	25038,26193,12898,5648	None
